id,title,severity,active,verified,is_mitigated,display_status,test,scan_type,tool,cwe,vuln_id_from_tool,created,date,sla_expiration_date,line,file_path,url
99,CVE-2026-21637 in node:22.18.0,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2026-21637,2026-04-14T11:35:41.488645Z,2026-04-14,2026-05-14,,/nodejs/bin/node,
100,CVE-2025-55131 in node:22.18.0,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-55131,2026-04-14T11:35:41.538924Z,2026-04-14,2026-05-14,,/nodejs/bin/node,
101,GHSA-qhxp-v273-g94h in sanitize-html:1.4.2,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-qhxp-v273-g94h,2026-04-14T11:35:41.593350Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/sanitize-html/package.json,
102,GHSA-vj76-c3g6-qr5v in tar-fs:2.1.3,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-vj76-c3g6-qr5v,2026-04-14T11:35:41.655173Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/tar-fs/package.json,
103,CVE-2010-4756 in libc6:2.36-9+deb12u10,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2010-4756,2026-04-14T11:35:41.719951Z,2026-04-14,,,/var/lib/dpkg/status.d/libc6,
104,GHSA-9965-vmph-33xx in validator:13.15.15,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-9965-vmph-33xx,2026-04-14T11:35:41.783772Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/validator/package.json,
105,CVE-2025-9230 in libssl3:3.0.17-1~deb12u2,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-9230,2026-04-14T11:35:41.868589Z,2026-04-14,2026-05-14,,/var/lib/dpkg/status.d/libssl3,
106,CVE-2019-1010023 in libc6:2.36-9+deb12u10,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2019-1010023,2026-04-14T11:35:41.926654Z,2026-04-14,,,/var/lib/dpkg/status.d/libc6,
107,CVE-2025-59466 in node:22.18.0,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-59466,2026-04-14T11:35:41.987687Z,2026-04-14,2026-05-14,,/nodejs/bin/node,
108,GHSA-xxjr-mmjv-4gpg in lodash:4.17.21,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-xxjr-mmjv-4gpg,2026-04-14T11:35:42.044539Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/lodash/package.json,
109,CVE-2026-0915 in libc6:2.36-9+deb12u10,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2026-0915,2026-04-14T11:35:42.109182Z,2026-04-14,2026-05-14,,/var/lib/dpkg/status.d/libc6,
110,GHSA-w7fw-mjwx-w883 in qs:6.13.0,Low,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-w7fw-mjwx-w883,2026-04-14T11:35:42.163236Z,2026-04-14,2026-08-12,,/juice-shop/node_modules/qs/package.json,
111,CVE-2025-9232 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-9232,2026-04-14T11:35:42.223489Z,2026-04-14,2026-07-13,,/var/lib/dpkg/status.d/libssl3,
112,CVE-2025-4802 in libc6:2.36-9+deb12u10,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-4802,2026-04-14T11:35:42.275676Z,2026-04-14,2026-05-14,,/var/lib/dpkg/status.d/libc6,
113,GHSA-34x7-hfp2-rc4v in tar:4.4.19,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-34x7-hfp2-rc4v,2026-04-14T11:35:42.326249Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/node-pre-gyp/node_modules/tar/package.json,
114,GHSA-34x7-hfp2-rc4v in tar:6.2.1,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-34x7-hfp2-rc4v,2026-04-14T11:35:42.380936Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/sqlite3/node_modules/tar/package.json,
115,GHSA-34x7-hfp2-rc4v in tar:7.4.3,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-34x7-hfp2-rc4v,2026-04-14T11:35:42.444106Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/tar/package.json,
116,GHSA-mh29-5h37-fv8m in js-yaml:3.14.1,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-mh29-5h37-fv8m,2026-04-14T11:35:42.500654Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/js-yaml/package.json,
117,CVE-2025-55130 in node:22.18.0,Critical,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-55130,2026-04-14T11:35:42.577616Z,2026-04-14,2026-04-21,,/nodejs/bin/node,
118,GHSA-qwph-4952-7xr6 in jsonwebtoken:0.1.0,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-qwph-4952-7xr6,2026-04-14T11:35:42.628961Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/express-jwt/node_modules/jsonwebtoken/package.json,
119,GHSA-qwph-4952-7xr6 in jsonwebtoken:0.4.0,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-qwph-4952-7xr6,2026-04-14T11:35:42.684928Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/jsonwebtoken/package.json,
120,GHSA-fjgf-rc76-4x9p in multer:1.4.5-lts.2,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-fjgf-rc76-4x9p,2026-04-14T11:35:42.741671Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/multer/package.json,
121,CVE-2026-22795 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2026-22795,2026-04-14T11:35:42.815929Z,2026-04-14,2026-07-13,,/var/lib/dpkg/status.d/libssl3,
122,GHSA-83g3-92jg-28cx in tar:4.4.19,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-83g3-92jg-28cx,2026-04-14T11:35:42.865806Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/node-pre-gyp/node_modules/tar/package.json,
123,GHSA-83g3-92jg-28cx in tar:6.2.1,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-83g3-92jg-28cx,2026-04-14T11:35:42.925632Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/sqlite3/node_modules/tar/package.json,
124,GHSA-83g3-92jg-28cx in tar:7.4.3,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-83g3-92jg-28cx,2026-04-14T11:35:42.989389Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/tar/package.json,
125,GHSA-4pg4-qvpc-4q3h in multer:1.4.5-lts.2,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-4pg4-qvpc-4q3h,2026-04-14T11:35:43.046891Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/multer/package.json,
126,CVE-2025-68160 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-68160,2026-04-14T11:35:43.100670Z,2026-04-14,2026-07-13,,/var/lib/dpkg/status.d/libssl3,
127,GHSA-869p-cjfg-cm3x in jws:0.2.6,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-869p-cjfg-cm3x,2026-04-14T11:35:43.155049Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/jws/package.json,
128,CVE-2019-1010022 in libc6:2.36-9+deb12u10,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2019-1010022,2026-04-14T11:35:43.212084Z,2026-04-14,,,/var/lib/dpkg/status.d/libc6,
129,CVE-2026-0861 in libc6:2.36-9+deb12u10,High,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2026-0861,2026-04-14T11:35:43.260103Z,2026-04-14,2026-05-14,,/var/lib/dpkg/status.d/libc6,
130,GHSA-73rr-hh4g-fpgx in diff:4.0.2,Low,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-73rr-hh4g-fpgx,2026-04-14T11:35:43.312409Z,2026-04-14,2026-08-12,,/juice-shop/node_modules/ts-node-dev/node_modules/diff/package.json,
131,GHSA-8qq5-rm4j-mr97 in tar:4.4.19,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-8qq5-rm4j-mr97,2026-04-14T11:35:43.368970Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/node-pre-gyp/node_modules/tar/package.json,
132,GHSA-8qq5-rm4j-mr97 in tar:6.2.1,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-8qq5-rm4j-mr97,2026-04-14T11:35:43.429983Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/sqlite3/node_modules/tar/package.json,
133,GHSA-8qq5-rm4j-mr97 in tar:7.4.3,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-8qq5-rm4j-mr97,2026-04-14T11:35:43.486126Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/tar/package.json,
134,GHSA-r6q2-hw4h-h46w in tar:4.4.19,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-r6q2-hw4h-h46w,2026-04-14T11:35:43.540413Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/node-pre-gyp/node_modules/tar/package.json,
135,GHSA-r6q2-hw4h-h46w in tar:6.2.1,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-r6q2-hw4h-h46w,2026-04-14T11:35:43.596712Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/sqlite3/node_modules/tar/package.json,
136,GHSA-r6q2-hw4h-h46w in tar:7.4.3,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-r6q2-hw4h-h46w,2026-04-14T11:35:43.664740Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/tar/package.json,
137,CVE-2025-55132 in node:22.18.0,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-55132,2026-04-14T11:35:43.721452Z,2026-04-14,2026-07-13,,/nodejs/bin/node,
138,CVE-2025-8058 in libc6:2.36-9+deb12u10,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-8058,2026-04-14T11:35:43.768918Z,2026-04-14,2026-07-13,,/var/lib/dpkg/status.d/libc6,
139,CVE-2025-27587 in libssl3:3.0.17-1~deb12u2,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-27587,2026-04-14T11:35:43.821459Z,2026-04-14,,,/var/lib/dpkg/status.d/libssl3,
140,CVE-2022-27943 in gcc-12-base:12.2.0-14+deb12u1,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2022-27943,2026-04-14T11:35:43.865357Z,2026-04-14,,,/var/lib/dpkg/status.d/gcc-12-base,
141,CVE-2022-27943 in libgcc-s1:12.2.0-14+deb12u1,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2022-27943,2026-04-14T11:35:43.923952Z,2026-04-14,,,/var/lib/dpkg/status.d/libgcc-s1,
142,CVE-2022-27943 in libgomp1:12.2.0-14+deb12u1,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2022-27943,2026-04-14T11:35:43.977831Z,2026-04-14,,,/var/lib/dpkg/status.d/libgomp1,
143,CVE-2022-27943 in libstdc++6:12.2.0-14+deb12u1,Info,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2022-27943,2026-04-14T11:35:44.032364Z,2026-04-14,,,/var/lib/dpkg/status.d/libstdc++6,
144,CVE-2025-69418 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,CVE-2025-69418,2026-04-14T11:35:44.078245Z,2026-04-14,2026-07-13,,/var/lib/dpkg/status.d/libssl3,
145,GHSA-5mrr-rgp6-x4gr in marsdb:0.6.11,Critical,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-5mrr-rgp6-x4gr,2026-04-14T11:35:44.130870Z,2026-04-14,2026-04-21,,/juice-shop/node_modules/marsdb/package.json,
146,GHSA-gjcw-v447-2w7q in jws:0.2.6,High,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-gjcw-v447-2w7q,2026-04-14T11:35:44.185540Z,2026-04-14,2026-05-14,,/juice-shop/node_modules/jws/package.json,
147,GHSA-rvg8-pwq2-xj7q in base64url:0.0.6,Medium,True,False,False,Active,5,Anchore Grype,Grype,0,GHSA-rvg8-pwq2-xj7q,2026-04-14T11:35:44.242673Z,2026-04-14,2026-07-13,,/juice-shop/node_modules/base64url/package.json,
148,Content Security Policy (CSP) Header Not Set,Medium,True,False,False,Active,6,ZAP Scan,ZAP,693,10038,2026-04-14T11:38:25.014774Z,2026-04-14,2026-07-13,,,
149,Cross-Domain Misconfiguration,Medium,True,False,False,Active,6,ZAP Scan,ZAP,264,10098,2026-04-14T11:38:25.087106Z,2026-04-14,2026-07-13,,,
150,Cross-Domain JavaScript Source File Inclusion,Low,True,False,False,Active,6,ZAP Scan,ZAP,829,10017,2026-04-14T11:38:25.122816Z,2026-04-14,2026-08-12,,,
151,Cross-Origin-Embedder-Policy Header Missing or Invalid,Low,True,False,False,Active,6,ZAP Scan,ZAP,693,90004,2026-04-14T11:38:25.157837Z,2026-04-14,2026-08-12,,,
152,Cross-Origin-Opener-Policy Header Missing or Invalid,Low,True,False,False,Active,6,ZAP Scan,ZAP,693,90004,2026-04-14T11:38:25.194928Z,2026-04-14,2026-08-12,,,
153,Dangerous JS Functions,Low,True,False,False,Active,6,ZAP Scan,ZAP,749,10110,2026-04-14T11:38:25.232051Z,2026-04-14,2026-08-12,,,
154,Deprecated Feature Policy Header Set,Low,True,False,False,Active,6,ZAP Scan,ZAP,16,10063,2026-04-14T11:38:25.262327Z,2026-04-14,2026-08-12,,,
155,Timestamp Disclosure - Unix,Low,True,False,False,Active,6,ZAP Scan,ZAP,497,10096,2026-04-14T11:38:25.323904Z,2026-04-14,2026-08-12,,,
156,Information Disclosure - Suspicious Comments,Info,True,False,False,Active,6,ZAP Scan,ZAP,615,10027,2026-04-14T11:38:25.384779Z,2026-04-14,,,,
157,Modern Web Application,Info,True,False,False,Active,6,ZAP Scan,ZAP,0,10109,2026-04-14T11:38:25.434722Z,2026-04-14,,,,
158,Non-Storable Content,Info,True,False,False,Active,6,ZAP Scan,ZAP,524,10049,2026-04-14T11:38:25.476180Z,2026-04-14,,,,
159,Storable and Cacheable Content,Info,True,False,False,Active,6,ZAP Scan,ZAP,524,10049,2026-04-14T11:38:25.496128Z,2026-04-14,,,,
160,Storable but Non-Cacheable Content,Info,True,False,False,Active,6,ZAP Scan,ZAP,524,10049,2026-04-14T11:38:25.514022Z,2026-04-14,,,,
