"","Name","Type","Lead","Date","Length","Tests","Active (Verified / Fixable)","Accepted","All","Duplicates"
"                                                                                                                              View                                                                                                                                                             Edit                                                                                                                                                           Copy                                                                                                                                                                                                                       Close                                                                                                                                                                                                                                                                                      Add Tests                                                                                                                                                                                                                            Import Scan Results                                                                                                                                                                                                                      View Active Findings                                                                                                                                                          View Active and Verified Findings                                                                                                                                                          View Mitigated Findings                                                                                                                                                                View Accepted Findings                                                                                                                                                                View All Findings                                                                                                                                                                                           Engagement Report                                                                                                                                                                                                                      Delete Engagement","Labs Security Testing","CI/CD","Admin User (admin)","13th April  - 13th April","1 year","3                                                                                                                                                                                                           Recent tests                                                              (last 7 days)                                                                                                                                                                                 ZAP Scan, April 13, 2026, 6:28 p.m.                                                                                                                                                                                     Semgrep Pro JSON Report, April 13, 2026, 6:28 p.m.                                                                                                                                                                                     Nuclei Scan, April 13, 2026, 6:28 p.m.                                                                                                                                                                               View all 3 tests...","1 (0/0)","0","1","0"

